"btype","maname","schida","schnamea","sdida","sdnamea","schidb","schnameb","sdidb","sdnameb","popa_bdy","whitea_bdy","blacka_bdy","hispaa_bdy","asiana_bdy","popb_bdy","whiteb_bdy","blackb_bdy","hispab_bdy","asianb_bdy","bbindex","leabdy","idborder","borderid","pct_black_a","pct_hisp_a","pct_white_a","pct_other_a","pct_black_b","pct_hisp_b","pct_white_b","pct_other_b","max_boundary","rank_city","top_within_boundary"
"sab3","Boston-Cambridge-Quincy, MA-NH",250615000878,"Holbrook Middle High School",2506150,"Holbrook",250993001596,"Randolph High School",2509930,"Randolph",1794,1426.999963,117.0000102,107.0000381,73.9999934,4062,1778.0000294,1456.0000053,250.0000182,358.0000302,161.239974931152,1,"17941426.999963117.0000102107.000038173.999993440621778.00002941456.0000053250.0000182358.0000302","boundary_415",6.52173969899666,5.96432765328874,79.5429187848383,7.97101386287625,35.8444117503693,6.1546040915805,43.7715418365337,14.2294423215165,161.239974931152,21,1
"sab1","Boston-Cambridge-Quincy, MA-NH",250711001085,"Tracy",2507110,"Lynn",250711001072,"Edward A. Sisson",2507110,"Lynn",2540,696.0000101,318.0000112,1287.9999769,170.0000083,522,321.9999838,57.0000202,86.0000164,47.0000122,128.607018112507,0,"2540696.0000101318.00001121287.9999769170.0000083522321.999983857.000020286.000016447.0000122","boundary_702",12.519685480315,50.708660507874,27.4015752007874,9.37007881102362,10.9195440996169,16.4750989272031,61.685820651341,10.9195363218391,128.607018112507,22,1
"sab1","Bowling Green, KY",210057000106,"T. C. Cherry Elementary School",2100570,"Bowling Green Independent",210057000102,"Parker-Bennett-Curry School",2100570,"Bowling Green Independent",3487,2798.9999948,439.000023,88.9999613,101.0000136,2092,1040.0000045,681.0000246,299.0000133,29.0000049,264.939809975648,0,"34872798.9999948439.00002388.9999613101.000013620921040.0000045681.0000246299.000013329.0000049","boundary_981",12.5896192429022,2.55233614281617,80.2695725494695,4.58847206481215,32.5525824378585,14.2925436567878,49.71319333174,3.44168057361378,264.939809975648,1,1
"sab3","Bridgeport-Stamford-Norwalk, CT",90153000256,"Fairfield Warde High School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000050,"Bassick High School",900450,"BRIDGEPORT SCHOOL DISTRICT",3063,2120.9999866,247.0000014,419.0000032,166.9999755,10881,2872.9999596,3015.0000184,4262.999884,451.0000347,2912.16709900322,1,"30632120.9999866247.0000014419.0000032166.9999755108812872.99995963015.00001844262.999884451.0000347","boundary_869",8.06398959843291,13.6793993862227,69.2458369768201,9.01077403852433,27.7088504585976,39.1783832735962,26.4038228067273,6.70894346107895,2912.16709900322,1,1
"sab3","Bridgeport-Stamford-Norwalk, CT",90153000256,"Fairfield Warde High School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000056,"Central High School",900450,"BRIDGEPORT SCHOOL DISTRICT",6358,5522.0000818,224.0000384,349.0000219,164.9999206,12572,6537.0000312,2336.0000859,2750.0000592,539.9999458,1903.86700649723,1,"63585522.0000818224.0000384349.0000219164.9999206125726537.00003122336.00008592750.0000592539.9999458","boundary_1416",3.52312108210129,5.48914787511796,86.8512123592325,4.13651868354829,18.5809742753738,21.8740061979001,51.9965004072542,7.54851911947183,1903.86700649723,2,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90462000930,"Hillcrest Middle School",904620,"TRUMBULL SCHOOL DISTRICT",90045000066,"Hallen School",900450,"BRIDGEPORT SCHOOL DISTRICT",2021,1159.0000546,289.9999701,271.9999616,234.000003,3490,374.0000838,1835.0000805,1133.0000164,32.0000641,1683.43875723083,1,"20211159.0000546289.9999701271.9999616234.0000033490374.00008381835.00008051133.000016432.0000641","boundary_511",14.3493305343889,13.4586819198417,57.3478503018308,14.8441372439386,52.5787988681948,32.4641838510029,10.7163347793696,4.24068250143266,1683.43875723083,4,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90462000927,"Booth Hill School",904620,"TRUMBULL SCHOOL DISTRICT",90045000066,"Hallen School",900450,"BRIDGEPORT SCHOOL DISTRICT",2021,1159.0000546,289.9999701,271.9999616,234.000003,3490,374.0000838,1835.0000805,1133.0000164,32.0000641,1567.47667634414,1,"20211159.0000546289.9999701271.9999616234.0000033490374.00008381835.00008051133.000016432.0000641","boundary_511",14.3493305343889,13.4586819198417,57.3478503018308,14.8441372439386,52.5787988681948,32.4641838510029,10.7163347793696,4.24068250143266,1683.43875723083,4,0
"sab3","Bridgeport-Stamford-Norwalk, CT",90444000885,"Bunnell High School",904440,"STRATFORD SCHOOL DISTRICT",90045000067,"Warren Harding High School",900450,"BRIDGEPORT SCHOOL DISTRICT",6996,3877.0000165,1239.0000452,1523.0000059,188.0000287,9168,2041.0000025,3374.9999836,3253.0000179,285.9999808,1278.05650728883,1,"69963877.00001651239.00004521523.0000059188.000028791682041.00000253374.99998363253.0000179285.9999808","boundary_1482",17.7101207146941,21.7695827029731,55.4173815966266,5.10291498570612,36.8128270462478,35.482111888089,22.2622164321553,5.44284463350786,1278.05650728883,5,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90432000851,"Cloonan School",904320,"STAMFORD SCHOOL DISTRICT",90171000298,"Eastern Middle School",901710,"GREENWICH SCHOOL DISTRICT",6442,2923.0000384,1611.9999689,1514.0000763,312.0000474,6441,5123.9999773,152.9999775,504.999963,521.0000519,1036.41219106603,1,"64422923.00003841611.99996891514.0000763312.000047464415123.9999773152.9999775504.999963521.0000519","boundary_1423",25.023284211425,23.502019191245,45.3741080161441,6.10058858118597,2.37540719608756,7.84039687936656,79.5528641096103,10.2313318149356,1036.41219106603,6,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90462000930,"Hillcrest Middle School",904620,"TRUMBULL SCHOOL DISTRICT",90045000059,"Wilbur Cross School",900450,"BRIDGEPORT SCHOOL DISTRICT",1404,694.0000538,240.9999638,224.9999623,194.0000008,3257,553.0000103,1513.0000324,1028.0000538,56.9999972,962.351843136472,1,"1404694.0000538240.9999638224.9999623194.00000083257553.00001031513.00003241028.000053856.9999972","boundary_241",17.1652395868946,16.0256383404558,49.4302032621083,17.3789188105413,46.4537928277556,31.5627894933988,16.9788151765428,5.00460250230273,962.351843136472,8,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90462000927,"Booth Hill School",904620,"TRUMBULL SCHOOL DISTRICT",90045000059,"Wilbur Cross School",900450,"BRIDGEPORT SCHOOL DISTRICT",1404,694.0000538,240.9999638,224.9999623,194.0000008,3257,553.0000103,1513.0000324,1028.0000538,56.9999972,891.303842117249,1,"1404694.0000538240.9999638224.9999623194.00000083257553.00001031513.00003241028.000053856.9999972","boundary_241",17.1652395868946,16.0256383404558,49.4302032621083,17.3789188105413,46.4537928277556,31.5627894933988,16.9788151765428,5.00460250230273,962.351843136472,8,0
"sab3","Bridgeport-Stamford-Norwalk, CT",90444000897,"Stratford High School",904440,"STRATFORD SCHOOL DISTRICT",90045000067,"Warren Harding High School",900450,"BRIDGEPORT SCHOOL DISTRICT",2542,1280.9999823,473.0000219,626.9999995,100.0000211,9548,1457.0000165,4137.9999906,3451.0000023,261.9999715,800.75799213477,1,"25421280.9999823473.0000219626.9999995100.000021195481457.00001654137.99999063451.0000023261.9999715","boundary_704",18.6073966129032,24.6656176042486,50.3933903343824,6.33359544846579,43.3389190469208,36.1436950387516,15.2597404325513,5.25764548177628,800.75799213477,9,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90153000270,"Stratfield School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000053,"Blackham School",900450,"BRIDGEPORT SCHOOL DISTRICT",2917,2445.9999846,140,200.0000033,82.9999942,6093,3041.9999984,1202.0000216,1395.0000056,263.999949,690.731010700957,1,"29172445.9999846140200.000003382.999994260933041.99999841202.00002161395.0000056263.999949","boundary_830",4.79945149125814,6.85635938635585,83.8532733836133,4.49091573877271,19.7275565665518,22.8951256458231,49.9261447300181,7.45117305760709,690.731010700957,10,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90153000270,"Stratfield School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000087,"Geraldine Johnson School",900450,"BRIDGEPORT SCHOOL DISTRICT",1022,715.999993,117.0000007,124.0000027,32.9999928,3316,1130.9999891,974.0000357,998.000012,107.000018,654.936174586063,1,"1022715.999993117.0000007124.000002732.999992833161130.9999891974.0000357998.000012107.000018","boundary_16",11.4481409686888,12.1330726712329,70.0587077299413,6.360078630137,29.3727393154403,30.0965021712907,34.1073579342581,6.42340057901086,654.936174586063,11,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90462001469,"Frenchtown Elementary School",904620,"TRUMBULL SCHOOL DISTRICT",90045000059,"Wilbur Cross School",900450,"BRIDGEPORT SCHOOL DISTRICT",690,486.0000087,74.0000127,85.9999983,33.0000112,2272,645.0000319,913.9999872,595.0000394,41.999999,463.968622858899,1,"690486.000008774.000012785.999998333.00001122272645.0000319913.9999872595.000039441.999999","boundary_1473",10.7246395217391,12.4637678695652,70.4347838695652,6.37680873913044,40.2288726760563,26.1883820158451,28.3890859110915,5.19365939700705,463.968622858899,12,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90432000859,"K. T. Murphy School",904320,"STAMFORD SCHOOL DISTRICT",90105000165,"Hindley Elementary School",901050,"DARIEN SCHOOL DISTRICT",3609,2086.999989,308.9999772,1001.0000014,148.9999475,2203,1878.0000327,22.9999814,117.000019,146.9999646,340.656400026926,1,"36092086.999989308.99997721001.0000014148.999947522031878.000032722.9999814117.000019146.9999646","boundary_1011",8.56192788029925,27.7362150568024,57.8276527847049,5.87420427819342,1.04403002269632,5.31094049024058,85.247391407172,8.39763807989107,340.656400026926,13,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90153000264,"North Stratfield School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000053,"Blackham School",900450,"BRIDGEPORT SCHOOL DISTRICT",1157,1007.9999884,22.0000162,57.9999881,46.9999746,2595,1396.0000328,423.0000338,619.9999936,69.9999818,336.729047365698,1,"11571007.999988422.000016257.999988146.999974625951396.0000328423.0000338619.999993669.9999818","boundary_96",1.90147071737252,5.01296353500432,87.1218658945549,5.96369985306828,16.3005793371869,23.8920999460501,53.7957623429672,6.01155837379576,336.729047365698,15,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90153000258,"Fairfield Woods Middle School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000053,"Blackham School",900450,"BRIDGEPORT SCHOOL DISTRICT",1157,1007.9999884,22.0000162,57.9999881,46.9999746,2595,1396.0000328,423.0000338,619.9999936,69.9999818,326.39587597485,1,"11571007.999988422.000016257.999988146.999974625951396.0000328423.0000338619.999993669.9999818","boundary_96",1.90147071737252,5.01296353500432,87.1218658945549,5.96369985306828,16.3005793371869,23.8920999460501,53.7957623429672,6.01155837379576,336.729047365698,15,0
"sab1","Bridgeport-Stamford-Norwalk, CT",90444000895,"Second Hill Lane School",904440,"STRATFORD SCHOOL DISTRICT",90045000060,"Edison School",900450,"BRIDGEPORT SCHOOL DISTRICT",1561,1054.0000368,202.0000099,216.999989,43.0000033,3222,891.0000035,1056.0000122,998.9999785,212.9999831,280.960370812408,1,"15611054.0000368202.0000099216.99998943.00000333222891.00000351056.0000122998.9999785212.9999831","boundary_313",12.9404234401025,13.9013445868033,67.5208223446509,5.63740962844329,32.774674494103,31.0055859248914,27.6536313935444,8.56610818746121,280.960370812408,16,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90432000868,"Stillmeadow School",904320,"STAMFORD SCHOOL DISTRICT",90171000306,"Old Greenwich School",901710,"GREENWICH SCHOOL DISTRICT",1128,558.9999987,217.9999907,287.9999949,50.9999874,2037,1816.9999952,16.0000007,80.0000109,87.0000091,256.466618049251,1,"1128558.9999987217.9999907287.999994950.999987420371816.999995216.000000780.000010987.0000091","boundary_80",19.3262403102837,25.5319144414894,49.5567374734043,5.58510777482269,0.785468861070201,3.92734466863034,89.1998033971527,6.08738307314678,256.466618049251,17,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90444000900,"David Wooster Middle School",904440,"STRATFORD SCHOOL DISTRICT",90045000076,"Jettie S. Tisdale School",900450,"BRIDGEPORT SCHOOL DISTRICT",321,120.000004,59.0000039,127.9999982,7.9999955,3578,194.0000023,1908.000009,1355.0000093,13.9999906,251.054497589892,1,"321120.00000459.0000039127.99999827.99999553578194.00000231908.0000091355.000009313.9999906","boundary_908",18.3800635202492,39.875388847352,37.3831788161994,4.36136881619939,53.3258806316378,37.8703188736724,5.42202354108441,3.38177695360537,251.054497589892,18,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90153000262,"McKinley School",901530,"FAIRFIELD SCHOOL DISTRICT",90045000087,"Geraldine Johnson School",900450,"BRIDGEPORT SCHOOL DISTRICT",1389,1043.9999923,59.0000023,166.9999948,73.9999904,1649,774.0000117,457.0000258,336.9999964,46.0000185,223.211804561726,1,"13891043.999992359.0000023166.999994873.99999041649774.0000117457.0000258336.999996446.0000185","boundary_232",4.24766035277178,12.0230377825774,75.1619864866811,8.56731537796978,27.7137674833232,20.4366280412371,46.9375386112796,4.9120658641601,223.211804561726,19,1
"sab1","Bridgeport-Stamford-Norwalk, CT",90444000895,"Second Hill Lane School",904440,"STRATFORD SCHOOL DISTRICT",90045000069,"Thomas Hooker School",900450,"BRIDGEPORT SCHOOL DISTRICT",3938,2895.0000042,402.0000373,470.0000231,84.0000211,1302,575.0000125,280.0000088,391.0000137,18.0000023,189.655354805193,1,"39382895.0000042402.0000373470.000023184.00002111302575.0000125280.0000088391.000013718.0000023","boundary_1087",10.2082284738446,11.9349929685119,73.5144744591163,4.34230409852717,21.5053770199693,30.0307230184332,44.1628273809524,4.30107258064515,189.655354805193,20,1
"sab2","Bridgeport-Stamford-Norwalk, CT",90444000900,"David Wooster Middle School",904440,"STRATFORD SCHOOL DISTRICT",90045000065,"Hall School",900450,"BRIDGEPORT SCHOOL DISTRICT",2218,1159.9999784,414.000018,497.0000012,92.0000256,1486,290.0000063,527.9999859,613.0000097,20.9999988,189.429329339618,1,"22181159.9999784414.000018497.000001292.00002561486290.0000063527.9999859613.000009720.9999988","boundary_575",18.6654651938684,22.4075744454464,52.299367826871,6.62759253381425,35.5316275841184,41.2516830215343,19.5154782166891,3.70121117765814,189.429329339618,21,1
"sab2","Buffalo-Niagara Falls, NY",360292004335,"Amherst Middle School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",5625,3984.0000491,683.0000806,192.0000095,614.0000012,7057,2379.9999973,3317.0000114,302.9999938,853.0000237,1183.40078483038,1,"56253984.0000491683.0000806192.0000095614.000001270572379.99999733317.0000114302.9999938853.0000237","boundary_1327",12.1422236551111,3.41333350222222,70.8266675395556,13.6177753031111,47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,1183.40078483038,4,1
"sab3","Buffalo-Niagara Falls, NY",360292000061,"Amherst Central High School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",5625,3984.0000491,683.0000806,192.0000095,614.0000012,7057,2379.9999973,3317.0000114,302.9999938,853.0000237,1132.09157095086,1,"56253984.0000491683.0000806192.0000095614.000001270572379.99999733317.0000114302.9999938853.0000237","boundary_1327",12.1422236551111,3.41333350222222,70.8266675395556,13.6177753031111,47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,1183.40078483038,4,0
"sab2","Buffalo-Niagara Falls, NY",360292004335,"Amherst Middle School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",360585000348,"Frederick Olmsted #156",3605850,"BUFFALO CITY SCHOOL DISTRICT",5625,3984.0000491,683.0000806,192.0000095,614.0000012,7057,2379.9999973,3317.0000114,302.9999938,853.0000237,499.206291773411,1,"56253984.0000491683.0000806192.0000095614.000001270572379.99999733317.0000114302.9999938853.0000237","boundary_1327",12.1422236551111,3.41333350222222,70.8266675395556,13.6177753031111,47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,1183.40078483038,4,0
"sab3","Buffalo-Niagara Falls, NY",360292000061,"Amherst Central High School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",360585000348,"Frederick Olmsted #156",3605850,"BUFFALO CITY SCHOOL DISTRICT",5625,3984.0000491,683.0000806,192.0000095,614.0000012,7057,2379.9999973,3317.0000114,302.9999938,853.0000237,447.897077893882,1,"56253984.0000491683.0000806192.0000095614.000001270572379.99999733317.0000114302.9999938853.0000237","boundary_1327",12.1422236551111,3.41333350222222,70.8266675395556,13.6177753031111,47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,1183.40078483038,4,0
"sab1","Buffalo-Niagara Falls, NY",360585000302,"Dr. Lydia T. Wright School Of Excellence",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,866.922323619813,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,1
"sab1","Buffalo-Niagara Falls, NY",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,850.818455047081,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360585000370,"P.S. 82",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,814.134529351363,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360585000352,"P.S. 61 Arthur O. Eve School Of Distinction",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,777.794199164726,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360585005857,"Math Science Technology Preparatory School At Seneca (The)",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,733.822941223549,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360585000357,"P.S. 66 North Park Middle Academy",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,727.893140042093,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360585000347,"Dr. George Blackman Ecc",3605850,"BUFFALO CITY SCHOOL DISTRICT",360292004289,"Windermere Blvd School",3602920,"AMHERST CENTRAL SCHOOL DISTRICT",7057,2379.9999973,3317.0000114,302.9999938,853.0000237,5381,3770.0000474,672.0000816,179.000007,608.9999964,674.303518524844,1,"70572379.99999733317.0000114302.9999938853.000023753813770.0000474672.0000816179.000007608.9999964","boundary_1490",47.002975930282,4.29360909451608,33.7253790179963,14.9780359572056,12.4883865749861,3.3265193644304,70.0613277717896,14.1237662887939,866.922323619813,11,0
"sab1","Buffalo-Niagara Falls, NY",360768000550,"Cleveland Hill Elementary School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,581.508515266243,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,1
"sab1","Buffalo-Niagara Falls, NY",360768000549,"Cleveland Hill High School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,558.808107328647,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768000550,"Cleveland Hill Elementary School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000370,"P.S. 82",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,552.948389535061,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768004583,"Cleveland Hill Middle School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000368,"Highgate Heights",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,546.629061843337,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768000549,"Cleveland Hill High School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000370,"P.S. 82",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,530.247981597465,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768000550,"Cleveland Hill Elementary School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000352,"P.S. 61 Arthur O. Eve School Of Distinction",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,524.655768732916,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768004583,"Cleveland Hill Middle School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000370,"P.S. 82",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,518.068936112155,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768000549,"Cleveland Hill High School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000352,"P.S. 61 Arthur O. Eve School Of Distinction",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,501.95536079532,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360768004583,"Cleveland Hill Middle School",3607680,"CLEVELAND HILL UNION FREE SCHOOL DISTRICT",360585000352,"P.S. 61 Arthur O. Eve School Of Distinction",3605850,"BUFFALO CITY SCHOOL DISTRICT",2559,1226.0000142,1059.0000309,144.0000021,66.0000206,7690,851.0000067,6377.0000483,236.9999692,51.9999541,489.776315310011,1,"25591226.00001421059.0000309144.000002166.00002067690851.00000676377.0000483236.999969251.9999541","boundary_707",41.3833540797186,5.6271982063306,47.90934014068,5.08010757327082,82.9258783914174,3.08192417685306,11.0663199830949,2.92587744863459,581.508515266243,20,0
"sab1","Buffalo-Niagara Falls, NY",360723000511,"Union East Elementary School",3607230,"CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",360585000370,"P.S. 82",3605850,"BUFFALO CITY SCHOOL DISTRICT",4950,2280.0000353,2219.0000435,219.0000573,62.9999937,9649,1712.0000081,7323.000088,346.9999849,45.9999518,576.369880260656,1,"49502280.00003532219.0000435219.000057362.999993796491712.00000817323.000088346.999984945.9999518","boundary_1244",44.8282837070707,4.42424358181818,46.0606067737374,4.68686593737374,75.8938759249663,3.59622743185822,17.7427713555809,2.76712528759458,576.369880260656,21,1
"sab1","Champaign-Urbana, IL",173996004013,"Dr. Preston L. Williams Jr. Elementary School",1739960,"Urbana SD 116",173996004011,"Leal Elementary School",1739960,"Urbana SD 116",3063,1542.0000112,801.0000142,520.0000296,93.9999817,1269,1038.999998,117.0000128,58.9999989,17.000002,91.6758836157284,0,"30631542.0000112801.0000142520.000029693.999981712691038.999998117.000012858.999998917.000002","boundary_868",26.1508329807378,16.9768210773751,50.3428015409729,6.52954440091415,9.21985916469661,4.64933009456265,81.875492356186,4.25531838455477,91.6758836157284,1,1
