"btype","maname","schida","schnamea","sdida","sdnamea","schidb","schnameb","sdidb","sdnameb","popa_bdy","whitea_bdy","blacka_bdy","hispaa_bdy","asiana_bdy","popb_bdy","whiteb_bdy","blackb_bdy","hispab_bdy","asianb_bdy","bbindex","leabdy","idborder","borderid","pct_black_a","pct_hisp_a","pct_white_a","pct_other_a","pct_black_b","pct_hisp_b","pct_white_b","pct_other_b","max_boundary","rank_city","top_within_boundary"
"sab1","Akron, OH",390434800058,"Case Community Learning Center",3904348,"Akron City",390434800055,"Schumacher Community Learning Cent",3904348,"Akron City",1498,1263.000001,184.9999994,20.0000006,8.9999888,1446,811.0000281,561.0000009,29.9999964,15.0000143,117.575259869587,0,"14981263.000001184.999999420.00000068.99998881446811.0000281561.000000929.999996415.0000143","boundary_287",12.3497996929239,1.3351135246996,84.3124166221629,2.00267016021361,38.796680560166,2.07468854771784,56.085755746888,3.04287514522821,117.575259869587,10,1
"sab1","Albany-Schenectady-Troy, NY",362895003913,"P.S. 2",3628950,"TROY CITY SCHOOL DISTRICT",361266001043,"Heatly School",3612660,"GREEN ISLAND UNION FREE SCHOOL DISTRICT",2091,721.0000171,829.9999786,396.9999991,10.999988,2028,1770.9999879,88.9999963,63.0000056,39.9999957,637.384196083903,1,"2091721.0000171829.9999786396.999999110.99998820281770.999987988.999996363.000005639.9999957","boundary_534",39.6939253275944,18.9861309947394,34.4811103347681,6.83883334289814,4.38855997534517,3.10650915187377,87.3274155769231,5.17751529585799,637.384196083903,1,1
"sab1","Albany-Schenectady-Troy, NY",362100002984,"Loudonville School",3600971,"NORTH COLONIE CSD",360246000024,"North Albany Academy",3602460,"ALBANY CITY SCHOOL DISTRICT",179,159.9999953,4.0000012,0,11.999997,1163,221.0000103,767.9999915,118.0000035,8.9999935,446.855765473803,1,"179159.99999534.0000012011.9999971163221.0000103767.9999915118.00000358.9999935","boundary_410",2.23463754189944,0,89.3854722346369,8.37989022346369,66.0361127687016,10.1461739896819,19.0025804213242,4.81513282029235,446.855765473803,2,1
"sab2","Albany-Schenectady-Troy, NY",362100002984,"Loudonville School",3600971,"NORTH COLONIE CSD",360246000014,"Albany High School",3602460,"ALBANY CITY SCHOOL DISTRICT",1745,1526.0000087,20.0000147,65.9999834,85.0000547,2586,1295.0000277,951.9999926,175.0000064,94.0000378,312.463967091685,1,"17451526.000008720.000014765.999983485.000054725861295.0000277951.9999926175.000006494.0000378","boundary_395",1.14613264756447,3.78223400573066,87.4498572320917,7.62177611461317,36.8136114694509,6.7672082907966,50.0773405916473,6.34183964810519,312.463967091685,3,1
"sab1","Albany-Schenectady-Troy, NY",361899001719,"Menands School",3618990,"MENANDS UNION FREE SCHOOL DISTRICT",360246000024,"North Albany Academy",3602460,"ALBANY CITY SCHOOL DISTRICT",1166,685.9999975,177.0000092,41.9999904,227.9999848,1328,301.0000087,796.9999919,151.0000012,22.9999933,284.232458913596,1,"1166685.9999975177.000009241.9999904227.99998481328301.0000087796.9999919151.000001222.9999933","boundary_101",15.1801037049743,3.60205749571184,58.8336189965695,22.3842198027444,60.0150596310241,11.3704820180723,22.6656633057229,5.9487950451807,284.232458913596,4,1
"sab1","Albany-Schenectady-Troy, NY",362445003341,"Rensselaer Junior/Senior High School",3624450,"RENSSELAER CITY SCHOOL DISTRICT",360246000016,"Giffen Memorial Elementary School",3602460,"ALBANY CITY SCHOOL DISTRICT",1357,979.9999886,126.0000008,77.0000123,92.9999931,1014,150.0000111,640.9999972,183.9999796,4.9999938,281.539427389229,1,"1357979.9999886126.000000877.000012392.99999311014150.0000111640.9999972183.99997964.9999938","boundary_214",9.28518797347089,5.67428240972734,72.2181273839352,12.8224022328666,63.2149898619329,18.1459545956607,14.7929005029586,3.84615503944774,281.539427389229,6,1
"sab1","Albany-Schenectady-Troy, NY",362445003342,"Van Rensselaer Elementary School",3624450,"RENSSELAER CITY SCHOOL DISTRICT",360246000016,"Giffen Memorial Elementary School",3602460,"ALBANY CITY SCHOOL DISTRICT",1357,979.9999886,126.0000008,77.0000123,92.9999931,1014,150.0000111,640.9999972,183.9999796,4.9999938,264.886482158383,1,"1357979.9999886126.000000877.000012392.99999311014150.0000111640.9999972183.99997964.9999938","boundary_214",9.28518797347089,5.67428240972734,72.2181273839352,12.8224022328666,63.2149898619329,18.1459545956607,14.7929005029586,3.84615503944774,281.539427389229,6,0
"sab1","Albany-Schenectady-Troy, NY",360246000023,"New Scotland Elementary School",3602460,"ALBANY CITY SCHOOL DISTRICT",360246000022,"Delaware Community School",3602460,"ALBANY CITY SCHOOL DISTRICT",2819,1958.000034,429.0000148,185.0000039,154.999976,4769,2010.9999617,1738.9999954,597.9999804,216.0000139,265.576584599327,0,"28191958.000034429.0000148185.0000039154.99997647692010.99996171738.9999954597.9999804216.0000139","boundary_797",15.2181629939695,6.56261099326002,69.4572555516141,8.76197046115644,36.4646675487524,12.5393160075488,42.1681686244496,8.82784781924931,265.576584599327,7,1
"sab2","Albany-Schenectady-Troy, NY",361674001492,"Knickerbacker Middle School",3616740,"LANSINGBURGH CENTRAL SCHOOL DISTRICT",362895003913,"P.S. 2",3628950,"TROY CITY SCHOOL DISTRICT",2376,1655.0000167,393.9999948,190.9999814,19.0000004,1361,470.0000052,495.9999819,297.0000038,9.9999843,213.862183722258,1,"23761655.0000167393.9999948190.999981419.00000041361470.0000052495.9999819297.00000389.9999843","boundary_649",16.5824913636364,8.03871975589226,69.6548828577441,5.72390602272728,36.44379,21.8221898457017,34.5334316825863,7.20058847171197,213.862183722258,10,1
"sab1","Albany-Schenectady-Troy, NY",361674001496,"Turnpike Elementary School",3616740,"LANSINGBURGH CENTRAL SCHOOL DISTRICT",362895003913,"P.S. 2",3628950,"TROY CITY SCHOOL DISTRICT",2376,1655.0000167,393.9999948,190.9999814,19.0000004,1361,470.0000052,495.9999819,297.0000038,9.9999843,194.212260270642,1,"23761655.0000167393.9999948190.999981419.00000041361470.0000052495.9999819297.00000389.9999843","boundary_649",16.5824913636364,8.03871975589226,69.6548828577441,5.72390602272728,36.44379,21.8221898457017,34.5334316825863,7.20058847171197,213.862183722258,10,0
"sab1","Albany-Schenectady-Troy, NY",361674001495,"Rensselaer Park Elementary School",3616740,"LANSINGBURGH CENTRAL SCHOOL DISTRICT",362895003913,"P.S. 2",3628950,"TROY CITY SCHOOL DISTRICT",2376,1655.0000167,393.9999948,190.9999814,19.0000004,1361,470.0000052,495.9999819,297.0000038,9.9999843,189.163604466748,1,"23761655.0000167393.9999948190.999981419.00000041361470.0000052495.9999819297.00000389.9999843","boundary_649",16.5824913636364,8.03871975589226,69.6548828577441,5.72390602272728,36.44379,21.8221898457017,34.5334316825863,7.20058847171197,213.862183722258,10,0
"sab1","Albany-Schenectady-Troy, NY",360000404577,"Pinewood Elementary School",3600004,"ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",362601003582,"Lincoln Elementary School",3626010,"SCHENECTADY CITY SCHOOL DISTRICT",525,479.9999912,8.999994,14.9999865,3.9999948,1094,305.9999696,295.0000238,274.0000282,30.999997,159.23671877889,1,"525479.99999128.99999414.99998653.99999481094305.9999696295.0000238274.000028230.999997","boundary_1280",1.71428457142857,2.85714028571429,91.428569752381,4.00000539047619,26.9652672577697,25.045706416819,27.9707467641682,20.0182795612431,159.23671877889,12,1
"sab1","Albany-Schenectady-Troy, NY",360000404576,"Herman L. Bradt Elementary School",3600004,"ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",362601003582,"Lincoln Elementary School",3626010,"SCHENECTADY CITY SCHOOL DISTRICT",525,479.9999912,8.999994,14.9999865,3.9999948,1094,305.9999696,295.0000238,274.0000282,30.999997,154.118018347671,1,"525479.99999128.99999414.99998653.99999481094305.9999696295.0000238274.000028230.999997","boundary_1280",1.71428457142857,2.85714028571429,91.428569752381,4.00000539047619,26.9652672577697,25.045706416819,27.9707467641682,20.0182795612431,159.23671877889,12,0
"sab1","Albuquerque, NM",350006000083,"Mark Twain Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000075,"La Mesa Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",3593,1778.0000153,128.0000028,1300.0000266,104.0000041,3830,519.9999966,109.9999829,2856.9999885,51.9999843,320.574932513416,0,"35931778.0000153128.00000281300.0000266104.00000413830519.9999966109.99998292856.999988551.9999843","boundary_1007",3.56248268299471,36.1814646980239,49.4851103618146,10.7709422571667,2.87206221671018,74.5952999608355,13.5770234099217,8.95561441253264,320.574932513416,1,1
"sab1","Albuquerque, NM",350006000089,"Monte Vista Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000054,"Eugene Field Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",1197,663.000005,41.999996,344.0000118,42.9999967,2166,544.9999942,144.0000153,1363.0000137,19.9999996,283.930981725605,0,"1197663.00000541.999996344.000011842.99999672166544.9999942144.00001531363.000013719.9999996","boundary_116",3.50877159565581,28.7385139348371,55.3884715956558,12.3642428738513,6.64820015235457,62.9270551108033,25.1615879132041,5.26315682363804,283.930981725605,2,1
"sab1","Albuquerque, NM",350006000105,"Sandia Base Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000120,"Wherry Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",5357,2232.0000334,319.0000411,2246.0001143,110.0000352,3216,388.0000223,85.0000022,2427.0000173,83.9999819,259.876629071943,0,"53572232.0000334319.00004112246.0001143110.00003523216388.000022385.00000222427.000017383.9999819","boundary_1294",5.95482622923278,41.9264535056935,41.6651116931118,10.4536085719619,2.64303489427861,75.4664184483831,12.0646773103234,9.82586934701493,259.876629071943,3,1
"sab1","Albuquerque, NM",350006000080,"Lowell Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000030,"Bandelier Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",3390,705.0000529,191.9999631,1904.9999082,274.9999816,3104,1810.0000024,96.0000011,898.999992,98.0000066,247.873104550968,0,"3390705.0000529191.99996311904.9999082274.999981631041810.000002496.0000011898.99999298.0000066","boundary_956",5.66371572566372,56.1946875575221,20.7964617374631,17.345134979351,3.09278354059278,28.9626286082474,58.3118557474227,9.63273210373711,247.873104550968,4,1
"sab1","Albuquerque, NM",350006000089,"Monte Vista Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000078,"Longfellow Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",1279,763.000003,37.0000105,338.0000161,49.0000005,1580,478.0000272,41.9999979,869.0000403,46.0000047,105.126347227651,0,"1279763.00000337.0000105338.000016149.00000051580478.000027241.9999979869.000040346.0000047","boundary_167",2.89288588741204,26.4268972713057,59.6559814698984,11.0242353713839,2.65822771518987,55.0000025506329,30.253166278481,12.0886034556962,105.126347227651,5,1
"sab1","Albuquerque, NM",350006000895,"Manzano Mesa Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",350006000061,"Hawthorne Elementary School",3500060,"ALBUQUERQUE PUBLIC SCHOOLS",377,183.0000068,0,158.9999919,13.0000021,593,119.9999902,13.0000053,415.0000056,4.9999965,20.887457026241,0,"377183.00000680158.999991913.0000021593119.999990213.0000053415.00000564.9999965","boundary_1052",0,42.1750641644562,48.541115862069,9.28381997347481,2.19224372681282,69.9831375379427,20.2360860370995,7.58853269814502,20.887457026241,6,1
"sab3","Alexandria, LA",220129001069,"Pineville High School",2201290,"Rapides Parish",220129001067,"Peabody Magnet High School",2201290,"Rapides Parish",662,349.9999965,273.0000264,9.9999736,2.0000004,1655,88.9999988,1518.9999856,9.9999983,0.999999,423.794295174353,0,"662349.9999965273.00002649.99997362.0000004165588.99999881518.99998569.99999830.999999","boundary_1448",41.2386746827795,1.51057003021148,52.8700901057402,4.38066518126887,91.7824764712991,0.604229504531722,5.37764343202417,2.23565059214502,423.794295174353,1,1
"sab1","Alexandria, LA",220129001053,"Horseshoe Drive Elementary New Vision Academy",2201290,"Rapides Parish",220129001048,"Cherokee Elementary School",2201290,"Rapides Parish",2175,644.9999819,1337.0000266,112.000034,34.9999924,2171,1380.0000072,659.9999997,45.9999818,46.0000193,216.164130413836,0,"2175644.99998191337.0000266112.00003434.999992421711380.0000072659.999999745.999981846.0000193","boundary_566",61.4712655908046,5.14942685057471,29.6551715816092,3.7241359770115,30.4007369737448,2.11883840626439,63.5651776692768,3.91524695071396,216.164130413836,2,1
"sab2","Alexandria, LA",220129001066,"Peabody Montessori Elementary School",2201290,"Rapides Parish",220129001039,"Alexandria Middle Magnet School",2201290,"Rapides Parish",410,5.0000073,399.9999978,0,3.0000065,1502,470.0000015,930.9999782,34.000011,38.0000059,82.7517808681959,0,"4105.0000073399.999997803.00000651502470.0000015930.999978234.00001138.0000059","boundary_1116",97.5609750731707,0,1.21951397560976,1.21951095121952,61.9840198535286,2.26364920106525,31.2916112849534,4.46071966045272,82.7517808681959,3,1
"sab2","Allentown-Bethlehem-Easton, PA-NJ",422073005365,"Salisbury Middle School",4220730,"Salisbury Township SD",420228002793,"South Mountain Middle School",4202280,"Allentown City SD",6121,5382.9999829,145.0000203,384.0000201,130.0000039,15924,8474.9999433,1193.0000372,5561.9999296,441.0000182,1941.77501123417,1,"61215382.9999829145.0000203384.0000201130.0000039159248474.99994331193.00003725561.9999296441.0000182","boundary_1391",2.36889430321843,6.2734850530959,87.9431462653161,3.41447437836956,7.49183645566441,34.9284095051495,53.2215520177091,4.35820202147701,1941.77501123417,1,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422625006983,"Clarence M. Gockley Elementary School",4226250,"Whitehall-Coplay SD",420228002786,"Washington Elementary School",4202280,"Allentown City SD",1683,1193.0000079,79.0000172,248.0000016,117.9999989,5063,937.9999925,554.9999879,3392.0000048,59.9999946,1221.92403532479,1,"16831193.000007979.0000172248.0000016117.99999895063937.9999925554.99998793392.000004859.9999946","boundary_369",4.69399983363042,14.7355913012478,70.8853242959002,9.68508456922163,10.961880069129,66.9958523563105,18.5265651293699,3.51570244519058,1221.92403532479,3,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422625006841,"George D. Steckel Elementary School",4226250,"Whitehall-Coplay SD",420228002786,"Washington Elementary School",4202280,"Allentown City SD",1683,1193.0000079,79.0000172,248.0000016,117.9999989,5063,937.9999925,554.9999879,3392.0000048,59.9999946,1183.42624895057,1,"16831193.000007979.0000172248.0000016117.99999895063937.9999925554.99998793392.000004859.9999946","boundary_369",4.69399983363042,14.7355913012478,70.8853242959002,9.68508456922163,10.961880069129,66.9958523563105,18.5265651293699,3.51570244519058,1221.92403532479,3,0
"sab2","Allentown-Bethlehem-Easton, PA-NJ",422625005241,"Whitehall-Coplay Middle School",4226250,"Whitehall-Coplay SD",420228004929,"Trexler Middle School",4202280,"Allentown City SD",2818,1890.0000227,213.0000227,440.9999869,209.9999962,10927,2712.9999787,1074.9999786,6727.0000007,155.999997,910.595969701364,1,"28181890.0000227213.0000227440.9999869209.9999962109272712.99997871074.99997866727.0000007155.999997","boundary_796",7.55855297019162,15.6493962704045,67.0688439567069,9.72320680269695,9.83801572801318,61.5631005829596,24.8284065040725,3.7704771849547,910.595969701364,4,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422625006841,"George D. Steckel Elementary School",4226250,"Whitehall-Coplay SD",420228006448,"Sheridan Elementary School",4202280,"Allentown City SD",1279,971.0000047,51.0000024,190.9999969,36.0000069,4609,1477.9999874,338.9999914,2548.000006,88.9999927,642.051232144485,1,"1279971.000004751.0000024190.999996936.000006946091477.9999874338.99999142548.00000688.9999927","boundary_169",3.98749041438624,14.9335415871775,75.9186868412823,5.16028115715403,7.35517447168583,55.2831418095032,32.0676933694945,5.29399034931654,642.051232144485,5,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422625006983,"Clarence M. Gockley Elementary School",4226250,"Whitehall-Coplay SD",420228007364,"Luis A. Ramos Elementary School",4202280,"Allentown City SD",503,391.0000035,1.9999995,47.0000051,52.9999964,3101,834.0000008,288.0000004,1883.000004,41.0000045,621.848311561489,1,"503391.00000351.999999547.000005152.99999643101834.0000008288.00000041883.00000441.0000045","boundary_1255",0.39761421471173,9.34393739562624,77.7335991053678,12.5248492842942,9.28732668171557,60.7223477587875,26.8945501709126,3.09577538858433,621.848311561489,7,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422625006841,"George D. Steckel Elementary School",4226250,"Whitehall-Coplay SD",420228007364,"Luis A. Ramos Elementary School",4202280,"Allentown City SD",503,391.0000035,1.9999995,47.0000051,52.9999964,3101,834.0000008,288.0000004,1883.000004,41.0000045,603.512841353745,1,"503391.00000351.999999547.000005152.99999643101834.0000008288.00000041883.00000441.0000045","boundary_1255",0.39761421471173,9.34393739562624,77.7335991053678,12.5248492842942,9.28732668171557,60.7223477587875,26.8945501709126,3.09577538858433,621.848311561489,7,0
"sab2","Allentown-Bethlehem-Easton, PA-NJ",422073005365,"Salisbury Middle School",4220730,"Salisbury Township SD",420228002792,"Francis D. Raub Middle School",4202280,"Allentown City SD",1629,1470.9999973,48.9999987,60.0000021,28.0000054,2968,1761.0000136,244.9999973,860.000002,45.9999932,447.740364307665,1,"16291470.999997348.999998760.000002128.000005429681761.0000136244.9999973860.00000245.9999932","boundary_339",3.00798027624309,3.68324138121547,90.3007978698588,3.00798047268262,8.25471689016172,28.9757413072776,59.3328845552561,3.43665724730457,447.740364307665,8,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",422655006785,"Wilson Area Intermediate School",4226550,"Wilson Area SD",420885004915,"Cheston Elementary School",4208850,"Easton Area SD",3184,2610.9999791,186.9999978,206.0000134,108.9999733,4742,2536.0000001,940.0000087,918.9999897,130.9999928,214.258044324067,1,"31842610.9999791186.9999978206.0000134108.999973347422536.0000001940.0000087918.9999897130.9999928","boundary_900",5.87311550879397,6.46984966708543,82.0037681878141,5.65326663630653,19.8228597363981,19.3800082180515,53.4795444981021,7.31758754744834,214.258044324067,9,1
"sab3","Allentown-Bethlehem-Easton, PA-NJ",420855002809,"Emmaus High School",4208550,"East Penn SD",420228002775,"Lehigh Parkway Elementary School",4202280,"Allentown City SD",560,533.9999974,2.0000005,8.9999975,8.9999986,2390,1341.9999905,260.0000072,629.9999902,82.9999869,180.653081497664,1,"560533.99999742.00000058.99999758.999998623901341.9999905260.0000072629.999990282.9999869","boundary_1324",0.357142946428571,1.60714241071429,95.3571423928571,2.67857225,10.8786613891213,26.3598322259414,56.1506272175732,6.610879167364,180.653081497664,11,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",420855002802,"Lincoln Elementary School",4208550,"East Penn SD",420228002775,"Lehigh Parkway Elementary School",4202280,"Allentown City SD",560,533.9999974,2.0000005,8.9999975,8.9999986,2390,1341.9999905,260.0000072,629.9999902,82.9999869,167.377665005289,1,"560533.99999742.00000058.99999758.999998623901341.9999905260.0000072629.999990282.9999869","boundary_1324",0.357142946428571,1.60714241071429,95.3571423928571,2.67857225,10.8786613891213,26.3598322259414,56.1506272175732,6.610879167364,180.653081497664,11,0
"sab1","Allentown-Bethlehem-Easton, PA-NJ",421173003485,"Saucon Valley Elementary School",4211730,"Saucon Valley SD",420357006722,"Donegan Elementary School",4203570,"Bethlehem Area SD",267,246.9999986,0,12.000012,8.00001,1191,741.0000157,98.0000138,263.0000298,64.0000056,147.544021722295,1,"267246.9999986012.0000128.000011191741.000015798.0000138263.000029864.0000056","boundary_751",0,4.49438651685393,92.5093627715356,2.99625071161049,8.22838067170445,22.0822862972292,62.2166260033585,7.47270702770781,147.544021722295,13,1
"sab1","Allentown-Bethlehem-Easton, PA-NJ",421173007274,"Saucon Valley Middle School",4211730,"Saucon Valley SD",420357006722,"Donegan Elementary School",4203570,"Bethlehem Area SD",267,246.9999986,0,12.000012,8.00001,1191,741.0000157,98.0000138,263.0000298,64.0000056,144.305469479204,1,"267246.9999986012.0000128.000011191741.000015798.0000138263.000029864.0000056","boundary_751",0,4.49438651685393,92.5093627715356,2.99625071161049,8.22838067170445,22.0822862972292,62.2166260033585,7.47270702770781,147.544021722295,13,0
"sab1","Amarillo, TX",480813000172,"Pleasant Valley Elementary School",4808130,"AMARILLO ISD",480813000158,"Hamlet Elementary School",4808130,"AMARILLO ISD",1045,744.9999942,9.9999988,265.0000029,1.9999936,2011,553.9999772,836.0000021,553.9999942,29.0000094,211.476196734199,0,"1045744.99999429.9999988265.00000291.99999362011553.9999772836.0000021553.999994229.0000094","boundary_34",0.956937684210526,25.3588519521531,71.2918654736842,2.39234488995217,41.571357637991,27.5484830532074,27.5484822078568,3.3316771009448,211.476196734199,1,1
"sab1","Amarillo, TX",480813000177,"Sanborn Elementary School",4808130,"AMARILLO ISD",480813000146,"Bivins Elementary School",4808130,"AMARILLO ISD",254,123.0000024,39.0000025,77.9999945,11.0000002,1263,1050.0000067,39.0000017,131.9999905,5.0000046,130.466862884844,0,"254123.000002439.000002577.999994511.000000212631050.000006739.0000017131.99999055.0000046","boundary_703",15.3543316929134,30.7086592519685,48.4251977952756,5.51181125984252,3.08788612034838,10.4513056611243,83.1353924544735,3.32541576405384,130.466862884844,2,1
"sab1","Amarillo, TX",480813000172,"Pleasant Valley Elementary School",4808130,"AMARILLO ISD",480813000166,"Mesa Verde Elementary School",4808130,"AMARILLO ISD",556,338.9999998,6.0000006,174.9999985,10.9999938,1936,585.0000182,366.0000192,893.999945,34.0000165,83.4767206995875,0,"556338.99999986.0000006174.999998510.99999381936585.0000182366.0000192893.99994534.0000165","boundary_1320",1.07913679856115,31.4748198741007,60.9712229856115,6.47482034172661,18.9049596694215,46.1776831095041,30.216943088843,4.7004141322314,83.4767206995875,3,1
"sab3","Anniston-Oxford, AL",10009000011,"Anniston High School",100090,"Anniston City",10054000243,"Saks High School",100540,"Calhoun County",3401,1307.0000058,1841.999989,134.0000022,21.0000081,3699,2716.9999768,753.9999613,109.0000147,36.0000021,268.820728821327,1,"34011307.00000581841.999989134.000002221.000008136992716.9999768753.9999613109.000014736.0000021","boundary_958",54.1605406939136,3.9400177065569,38.4298737371361,3.4695678623934,20.3838864909435,2.94674276020546,73.452283773993,3.21708697485808,268.820728821327,1,1
